business_status,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,rating,reference,scope,types,user_ratings_total,vicinity,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,price_level,permanently_closed,req_cat
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Nature deli corp 1,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101613739421717798855"">حال الدنياء</a>'], 'photo_reference': 'AW30NDyBOQKJYnUCsYpplpHzDmJuFs1cnzbLd_9fjh6oge33E_rc4k_mhBfvBiIbHhHmxSEQS25XEj_CudtdZjssRh9UAAk2yeQ8HSx8L-vFfd9K1Sn5EI5KmijNpfkiJ89aIsQqSaW3M5SXvoZN4i2l5BnMPjP2lSXf7t2GDlDsb75C-aB8', 'width': 4032}]",ChIJKzJH-_xbwokRYBNPkjndwWM,4.2,ChIJKzJH-_xbwokRYBNPkjndwWM,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",25.0,"228 Livingston Street, Brooklyn",40.68924,-73.98509130000001,40.69064483029149,-73.9837047697085,40.6879468697085,-73.98640273029152,True,"M2Q7+MX New York, NY, USA",87G8M2Q7+MX,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Whole Foods Market,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113815392849087130851"">G Aquino</a>'], 'photo_reference': 'AW30NDydLa69Q4BF9BNv9rKTVco-JSeVHbbmQ9zol25WSO8s9KQrkWtgugcqqjMJMHTSWXKNNbXMwSuP8h1l_XJlmNpWOvVa9F5dpF9GbZNk_0VVjDGs2aaCIKhXgl9t4g-0MWVaOyfu8BSo0f06eaQ8toALgFxczwWiU1QwcaxBETCmgavZ', 'width': 3264}]",ChIJNewOPrJbwokRkAD8HyPvtdc,4.1,ChIJNewOPrJbwokRkAD8HyPvtdc,GOOGLE,"['grocery_or_supermarket', 'supermarket', 'liquor_store', 'store', 'food', 'point_of_interest', 'health', 'establishment']",1708.0,"292 Ashland Place, Brooklyn",40.6862137,-73.9787227,40.6876123802915,-73.9771898197085,40.6849144197085,-73.9798877802915,True,"M2PC+FG New York, NY, USA",87G8M2PC+FG,3.0,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Downtown Organic Market,"[{'height': 3628, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101408599427719381927"">mcLa twofivesix</a>'], 'photo_reference': 'AW30NDxmDZuTKQRdfeH0oUNGhtpbnA0NAuPdW1x8I9nXjLqXt4Aut7at0vqBCWqwzGRygiDGShDMgRT0VL4AfpyRRYN5dEUT737d7Fh5EjcYFLrOBtHMhcRPyrmKyDKXCRJkRBIACEKiYONpy36ZNqQdZ6TFRVvMxZw2EQKzeaxQhf4Xp97Q', 'width': 15200}]",ChIJfXohhyhbwokRLuuTLw3QDJE,4.5,ChIJfXohhyhbwokRLuuTLw3QDJE,GOOGLE,"['grocery_or_supermarket', 'supermarket', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",81.0,"24 4th Avenue, Brooklyn",40.68394989999999,-73.978903,40.68527383029149,-73.97748456970851,40.6825758697085,-73.98018253029151,True,"M2MC+HC New York, NY, USA",87G8M2MC+HC,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Union Market,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109968714222653962765"">Anthony Giudice</a>'], 'photo_reference': 'AW30NDz4xxmwv9idj4uEOvfssJLWAQ7zCVZSYIYTYkkWftlHIg2fAirdlzlN5D1isPzXI7scUwREoEgppqv0YZ65TZ-bmAIADa8sEyOqNlxZOccu2w3dmg-LZu8del03byXaDKjnhEoUtm52vMFoOPhG1oBQ2zB0WIuTnhQ_XBG3kO5IAWeQ', 'width': 4032}]",ChIJmcJlCKpbwokRmD5_nKDTUBY,4.2,ChIJmcJlCKpbwokRmD5_nKDTUBY,GOOGLE,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",411.0,"288 Court Street, Brooklyn",40.6843524,-73.9951452,40.6856640802915,-73.9937106697085,40.68296611970851,-73.99640863029151,True,"M2M3+PW New York, NY, USA",87G8M2M3+PW,3.0,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Jackpot Deals,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102987928929788820878"">darnell preston</a>'], 'photo_reference': 'AW30NDzzBotU2arTLzI2CSkqSdx6V2GoeGW1r_OBDgKLXsR3yJbKDbyFtSNPN3__-1NH0Bgy9Ub52CQFkZBeA-t88OgcZU5VZQ8b6siWbNkjWbyEzSXju7MniE14b3gir2FfKRKKMBj6L6Gvcq9oEq4FIgghHjuNSj6m1BH3E5SSoikw2zoI', 'width': 3024}]",ChIJRXH5xZVbwokRFF7DvPi8yjM,3.0,ChIJRXH5xZVbwokRFF7DvPi8yjM,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",4.0,"81 Willoughby Street, Brooklyn",40.6923503,-73.9860672,40.69361723029149,-73.9846365197085,40.69091926970849,-73.98733448029151,,"M2R7+WH New York, NY, USA",87G8M2R7+WH,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,South Portland Market,"[{'height': 2448, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114592143269096100906"">Jesse Spector</a>'], 'photo_reference': 'AW30NDwq4X0k1GX9ZeDm0vzOnpKNVBvxJeA3WrAalGYWKq4DjiFvp64yLinkt2gIr5Ht_m_p1Wz98pR46wqFMZ4F1lQyMl8XE_-SqeJ27vWpWVqlaWbXkpAEhHJh_1xD90kvG8lyJHrAh6aTVfByq_0Yiel9YkE_MX5YU4zlcRJ-dGQFSsap', 'width': 2448}]",ChIJ6fM1BrFbwokR0QhBwb_V8SI,5.0,ChIJ6fM1BrFbwokR0QhBwb_V8SI,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",2.0,"89 Lafayette Avenue, Brooklyn",40.68738,-73.97483199999999,40.6886355802915,-73.97344146970849,40.6859376197085,-73.9761394302915,True,"M2PG+X3 New York, NY, USA",87G8M2PG+X3,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,NYC Fresh Market,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108084493199249265314"">Massimo Deriu</a>'], 'photo_reference': 'AW30NDxtP0F-tFaSezcVCtVGta_hb01lNcaP-57Y4ZiJA5iSlu_aKCpkb1oSM3EIpNKj4sqJl4uIZaYCuYQd2byzfyacl-zsJxdPJmL00B7bUWmtADucTSqHpgKTinXCfkZgmfkRdGYc76kwJgk6Md3zIWWdDFvXDlhMoaYQnZ6X9_-ZuRM9', 'width': 4032}]",ChIJD5XsK7VbwokR9-HPSNMNrYo,3.7,ChIJD5XsK7VbwokR9-HPSNMNrYo,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",614.0,"150 Myrtle Avenue, Brooklyn",40.6934435,-73.98295949999999,40.69483143029151,-73.98153781970849,40.69213346970851,-73.9842357802915,True,"M2V8+9R Brooklyn, NY, USA",87G8M2V8+9R,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,CTown Supermarkets,"[{'height': 453, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101269335564726170614"">CTown Supermarkets</a>'], 'photo_reference': 'AW30NDxXHtauyOcLbRwRHyLlVGePYvzUhsXBjC2YmUb3oljTzG7XobaJ5YOXySTbUqd3vUoFNWDaYKwHaaXzXjmf7z6w6SCk7VCz1tdqUJD5TwgUlarfUWp2StJEAX_r4N62_IRZCQ8UYqbOYmTVg9YFHhKVJFrJgIhj243fO3s4pP65qbvx', 'width': 806}]",ChIJvdAfTmhbwokRfCu6X3-qhq4,4.1,ChIJvdAfTmhbwokRfCu6X3-qhq4,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",280.0,"1362 Nostrand Avenue, Brooklyn",40.6534195,-73.9501435,40.6547894302915,-73.9486527697085,40.6520914697085,-73.95135073029151,True,"M23X+9W New York, NY, USA",87G8M23X+9W,2.0,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Key Food Supermarkets,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106452546700900645874"">maciek macak</a>'], 'photo_reference': 'AW30NDyHwXOxUp5JVjTp6BXh8Vs_lqMFFPJT9MuYfuHspdbtxa2T2TkHU8G5q5vgoD5QRVWv2zFXrFvOeYEVds_443Li_O9h1EwfyzzO0UYnSqLx2MiTF9IdOuxMZsd7QCMPjqwq5yRQMvh_q4pLXlqabjYUdlwF7VLhLg09_gHYUJkVtk2K', 'width': 3024}]",ChIJVU9CKW9bwokRjlvTgaMBVB4,3.8,ChIJVU9CKW9bwokRjlvTgaMBVB4,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",466.0,"1232 Nostrand Avenue, Brooklyn",40.6570087,-73.9504937,40.6583218302915,-73.94901296970849,40.65562386970851,-73.95171093029151,True,"M24X+RR New York, NY, USA",87G8M24X+RR,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Western Beef Supermarket,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103237858236432441237"">Raul Cedano</a>'], 'photo_reference': 'AW30NDxDAVbyAXHZnFMQvq7j9VF1AicppV0OVzLzx52AJveJWlnTuVbCd65prbfOUiBc8EjVt6ZzRmd1t2RNqXqt49hFl7OPSNcdb45I8Z2lDK_gp7NzeGWj5aWaeXLOyfWtgFsYm39Opbq8B2009AjCx0LfeQbUrx4zpRRLfQQJmeRKaiiM', 'width': 4032}]",ChIJn3BvUQ1bwokRY3z_NA8ZGKo,3.8,ChIJn3BvUQ1bwokRY3z_NA8ZGKo,GOOGLE,"['supermarket', 'bakery', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",771.0,"44 Empire Boulevard, Brooklyn",40.6630554,-73.9597244,40.6644667802915,-73.9585809197085,40.6617688197085,-73.9612788802915,True,"M27R+64 New York, NY, USA",87G8M27R+64,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Key Food Supermarkets,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101217640086810716166"">Zachary Zawila</a>'], 'photo_reference': 'AW30NDzd-nVEQx39QpnD3_QCytjC_7twlGwAumxt9Pl7t7MVYVX1Qd6RfTTc9jrF2OciA_wva7CeQynZUFLkdV0cRQJbrrk2zJfjyX1OsYI3rcyGSSdU-VPkH2GdJuDJbMSK3vIJBaFn1cTAiW1cgumNon69vcrMXhqwKjPQ8MRyd_aDJcGK', 'width': 4032}]",ChIJn_cHThVbwokRqWI3lWUDlrU,3.9,ChIJn_cHThVbwokRqWI3lWUDlrU,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",403.0,"786 Flatbush Avenue, Brooklyn",40.6536341,-73.9596795,40.6549901302915,-73.95825236970849,40.6522921697085,-73.9609503302915,True,"M23R+F4 Brooklyn, NY, USA",87G8M23R+F4,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Brooklyn's Natural Deli,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104676378689671393967"">Brooklyn&#39;s Natural Deli</a>'], 'photo_reference': 'AW30NDy3UOD1SQGoJCJiCuhwuMC3H_zNHhwAYBXxYvfJf1MH7f_UG1jog3MpQD-UBOCKjGeU2d4W2R3MtO_k4A0ol98BzPTcSYW-qMy-lyquMPJoK6KpRG00mcutEXzGlELPtWWD1tZESZeObobx6OUHDp5z_UJenH5dne81VAS4llbs1C-7', 'width': 3024}]",ChIJ-9zj_j9bwokR8yntDYKIPH4,4.1,ChIJ-9zj_j9bwokR8yntDYKIPH4,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",183.0,"2126 Caton Avenue, Brooklyn",40.65269389999999,-73.959694,40.6540967802915,-73.9583939697085,40.6513988197085,-73.9610919302915,True,"M23R+34 Brooklyn, NY, USA",87G8M23R+34,2.0,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Pioneer Supermarkets of Flatbush,"[{'height': 2080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104098531563018833377"">Eugenio Santos</a>'], 'photo_reference': 'AW30NDxYc2tkU7HIDpB2jwt1LSKBFFAf5epdr023oLDPi6tJVuXaNvS7epnNdCUUpa7Hfdbcbx-8W4LWnHNQGNaAsMh9K7dkYbQ0BrIk9xCBX3f2k1mIFkMUtPrMfrP1B0EMD5EfW_pVRqHVEY2Y6DVE5JV5gTPREMdy_vqnyZRCnM-c-ukJ', 'width': 4160}]",ChIJFWWxGBVbwokRnl7IghksiYs,3.8,ChIJFWWxGBVbwokRnl7IghksiYs,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",594.0,"191-199 Parkside Avenue, Brooklyn",40.6554757,-73.9611929,40.65668103029149,-73.9598835197085,40.6539830697085,-73.9625814802915,True,"M24Q+5G New York, NY, USA",87G8M24Q+5G,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Associated Fresh of Prospect Lefferts Gardens,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112869049992236170205"">EVERYTHINGIHAD</a>'], 'photo_reference': 'AW30NDxmNwOv4xhLofPJvGQRE-DQo6SKhpFRKsRsybNhCGmhLMjRNjfLQkTyFybPvtNxVV3UXFCdztncCMNC7ZjbC7rJ-pQcI3lrah80p-H_xQcdwXQB4jCo7Z3usorbPWYvtOpjpSDzsU5c8IIT_10Vy3X4pVWd_tSWCDnWh4CTmt7xZPWf', 'width': 4032}]",ChIJf2pNpBRbwokRQt7ZfE990A4,4.1,ChIJf2pNpBRbwokRQt7ZfE990A4,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",264.0,"650 Flatbush Avenue, Brooklyn",40.65750000000001,-73.96055559999999,40.6588368802915,-73.95907791970849,40.6561389197085,-73.96177588029151,True,"M24Q+XQ New York, NY, USA",87G8M24Q+XQ,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Ideal Food Basket of Bedford Ave,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101217640086810716166"">Zachary Zawila</a>'], 'photo_reference': 'AW30NDxvK0emiJdK6_DHGSbSKk_46LHuqR0tJKx53XO6lvoNuUoMkNQu6t5NkqPvKnzs3_so5B_3c_3M96vpglApiQfhW_oH8wBnHlO0R2HTZX36SvaXdJq_uooCrQWDjc0ZHGzmOwDVUj2z8Db2mxQYZ31HUBDvWa9YZi8syBIfG4ChcxJF', 'width': 4032}]",ChIJ6zKRXPlbwokRZfEaAVuvo3s,3.9,ChIJ6zKRXPlbwokRZfEaAVuvo3s,GOOGLE,"['supermarket', 'atm', 'finance', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",104.0,"2036 Bedford Avenue, Brooklyn",40.6549493,-73.95647,40.6562223802915,-73.9550260697085,40.6535244197085,-73.9577240302915,True,"M23V+XC Brooklyn, NY, USA",87G8M23V+XC,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Lincoln Market Prospect Lefferts Gardens,"[{'height': 768, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107863356923320513885"">Lincoln Market</a>'], 'photo_reference': 'AW30NDxV-FYC-_VHUelGuyoobKPPO99Q-I7sghX9zABjzsJ1rOQlKfcK3jmCc3wP6JD3vUsxQPJLIw8-TOnkDZZElfx75QOY7wVK-k8bQI1cju-UEqkb964wEef1E6AOOvJeJ8RvikiiVHzd2dHIPJONQna1U6Js-czGrszlrswqIF_taEOo', 'width': 1024}]",ChIJV_qZ4xJbwokRV43QGEOZ060,4.4,ChIJV_qZ4xJbwokRV43QGEOZ060,GOOGLE,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",643.0,"33 Lincoln Road, Brooklyn",40.660854,-73.96171389999999,40.6621421302915,-73.96039491970849,40.6594441697085,-73.9630928802915,True,"M26Q+88 New York, NY, USA",87G8M26Q+88,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Nile Food Corporation,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106114511108808146450"">E. Gillett</a>'], 'photo_reference': 'AW30NDzllvTT8a_7xZdr8HEYQIX6WK3TGfZGNSUZN9drixv_rINUv7Y8H-CBheMjkpNWxyCDpuIGn56P9A5Tpymrf30CUR5YIIlya4NIoyz1zZjnqTmQcoJ_GAdPoqmtzZ0v5JgApPhxCran1O_EmIcTzPFWCzG91oYMnwOJH8xHAFgX_-39', 'width': 3024}]",ChIJvdAfTmhbwokR6tQejXAT52Y,3.3,ChIJvdAfTmhbwokR6tQejXAT52Y,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",6.0,"1362 Nostrand Avenue, Brooklyn",40.6534227,-73.95014929999999,40.6547910302915,-73.94865566970849,40.6520930697085,-73.9513536302915,True,"M23X+9W New York, NY, USA",87G8M23X+9W,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Family Deli Grocery,"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101705978749964498630"">Anton Bondarenko</a>'], 'photo_reference': 'AW30NDyYrM-WPSOgTsYN0Yx2z25gagVSBe4resuT9OUrJogCMh0VXHrYkm6lTfQAXZjHZziHuKkfgBB3Kx5v-qLnZSHA5_YOe9F8_qUc7xsZLjX6e5jFXkMwDcHVFro8ibujwZ0QBf6yZsUbJgYfR0wHnC43pzZXYLckHv8nKi5tYEh9tD4x', 'width': 1080}]",ChIJEekXPUJbwokREaJd32WO9iU,4.2,ChIJEekXPUJbwokREaJd32WO9iU,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",9.0,"2604 Church Avenue, Brooklyn",40.6505349,-73.95275749999999,40.6519453302915,-73.95141731970848,40.6492473697085,-73.9541152802915,True,"M22W+6V Brooklyn, NY, USA",87G8M22W+6V,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Associated Fresh of Flatbush,"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109469806037264246758"">Tristana Fiscella</a>'], 'photo_reference': 'AW30NDxDZPiTNzd9UlJOzv35zjj_dnQN-MyrrkgDr9KEsN-zC2AVpmEICdgFhKKKWl1tTaSVwgTq-avtTCr2CdSI6fpqfuvWODrHWB6zh3vHm_AE_h-u_Fzt-ze7hUTKkJchadeDcZGWcJbnDPWVSdjmXU8rXClOUL8DFEMPt6TQPDFfj2hT', 'width': 4608}]",ChIJQeMMakJbwokRCLlTeLUy1zU,4.1,ChIJQeMMakJbwokRCLlTeLUy1zU,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",190.0,"2720 Church Avenue, Brooklyn",40.6505944,-73.95171669999999,40.65200033029149,-73.95039986970849,40.64930236970849,-73.9530978302915,True,"M22X+68 New York, NY, USA",87G8M22X+68,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Target Grocery,,ChIJKdGGivBbwokRSr_l63_zm24,,ChIJKdGGivBbwokRSr_l63_zm24,GOOGLE,"['grocery_or_supermarket', 'supermarket', 'store', 'food', 'point_of_interest', 'establishment']",,"2101 Church Avenue, Brooklyn",40.65049239999999,-73.9595858,40.65173123029149,-73.9582112197085,40.64903326970849,-73.96090918029151,True,"M22R+55 New York, NY, USA",87G8M22R+55,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,MK Marketplace,"[{'height': 2592, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112548130103071478945"">J S</a>'], 'photo_reference': 'AW30NDwMmaf5gWMm7-30xv5LO9RE1vTN6UbOJjKUq052clYRGpx45jDYYVYDlmmNqGHYB1iVjq3NHjLJLtoc5DyT35pE42Q1rnfT8jR9ZCatAcmEGzJcNRwJFznS9EBD0jrqeCCRlrvjVXJVzU6qPQpWscylAW4kkZEsoyQU_E9kzkDGMZUH', 'width': 4608}]",ChIJhfWtokJbwokRbkJbx3ZS-g4,4.1,ChIJhfWtokJbwokRbkJbx3ZS-g4,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",132.0,"3008 Church Avenue, Brooklyn",40.65068079999999,-73.9491006,40.65210553029149,-73.94777331970849,40.6494075697085,-73.95047128029151,True,"M322+79 New York, NY, USA",87G8M322+79,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,Klein's Grocery,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105278710491671966072"">Eliyahu Schvartzman</a>'], 'photo_reference': 'AW30NDwC8LwNRS5SIOgmIUwTC6emeMOVoYjzuBzaPe-ZkAbszG_BF2-U94jmVkoloFSfskGYjgTEOJYqbFgs3lZ-UZYh6xstZm3qWyVb-7_mQFQSVi4VYyt3qOj-5U0M1Sj6hkv14531AoyHLwYdTlOv-mDEYA-vZzcBcLiZaNO1dbLe9Zvr', 'width': 4032}]",ChIJyaWxSHpbwokRXZBgIehUMDw,4.6,ChIJyaWxSHpbwokRXZBgIehUMDw,GOOGLE,"['supermarket', 'bakery', 'pharmacy', 'health', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",88.0,"504 Empire Boulevard, Brooklyn",40.6640185,-73.9456739,40.66545093029149,-73.9443179197085,40.6627529697085,-73.9470158802915,True,"M373+JP New York, NY, USA",87G8M373+JP,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shoppingcart_pinlet,America's Food Basket of Atlantic Ave,"[{'height': 3648, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106069780233477816415"">America&#39;s Food Basket of Atlantic Ave</a>'], 'photo_reference': 'AW30NDyVdH1dIqSF3s4HbSXXSFR5TnHqhQpGF-UOTdUdeArVqj634bJxGfcyNMCzHv3bdgmOHA-5jDJRtq7KbGLElumXx77JwLma_u4ANSu1xeL40ByzmC4yEaERUVXCLGdVu-M2Kvi_mP426kqPsssiDMSJKVdzyv38jnQ7BQqQL3qoERsL', 'width': 5472}]",ChIJaQAZD2hcwokRHVoe-KGQWT4,4.1,ChIJaQAZD2hcwokRHVoe-KGQWT4,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'point_of_interest', 'store', 'food', 'establishment']",742.0,"2220 Atlantic Avenue, Brooklyn",40.6759927,-73.9122837,40.6775294302915,-73.91116116970849,40.6748314697085,-73.9138591302915,True,"M3GQ+93 New York, NY, USA",87G8M3GQ+93,,,supermarket
OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,#4B96F3,https://maps.gstatic.com/mapfiles/place_api/icons/v2/shopping_pinlet,Family Dollar,"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106515617067735914609"">Francisco Diaz</a>'], 'photo_reference': 'AW30NDxA_UcBVk4dgxMdkK-hxNbWsbuIRA34mzUdQc_mm5tlgeYM_RNFMHpuYrVeHbaNHMZD1qDe_8oJTg-El4Lu_CYZfQP-BZl_w73U0WwXjZVjoWNcLNltRGnM5CCrQcHO-BQCKiWp3AWP4mkocoYTQL9hEha4Xn2s2xrVz2jHB7WkAESo', 'width': 2880}]",ChIJKRtUYEFcwokRc7aUaaeM-wg,4.0,ChIJKRtUYEFcwokRc7aUaaeM-wg,GOOGLE,"['supermarket', 'grocery_or_supermarket', 'clothing_store', 'point_of_interest', 'store', 'food', 'establishment']",193.0,"294-304 Macdougal Street, Brooklyn",40.6803451,-73.9082181,40.6817754302915,-73.90704046970849,40.6790774697085,-73.90973843029151,True,"M3JR+4P New York, NY, USA",87G8M3JR+4P,1.0,,supermarket
