Name,Price,Rating,Reviews,Borough,Neighborhood,Address,Zipcode,Latitude,Longitude,Category
Northerleigh Park,,4.3,72.0,Staten Island,Port Richmond,"North Avenue, Staten Island",10302.0,40.6227472,-74.13390559999999,park
Westerling Little Guys & Gals,,4.3,6.0,Staten Island,Mid-Island (Willowbrook),"101 North Avenue, Staten Island",10314.0,40.6225308,-74.1346957,park
Graniteville Quarry Park,,3.6,22.0,Staten Island,Port Richmond,"2134, 1890 Forest Avenue, Staten Island",10303.0,40.6247806,-74.1539067,park
The Big Park,,4.4,261.0,Staten Island,Port Richmond,"Grandview Ave &, Continental Place, Staten Island",10303.0,40.6307662,-74.1643758,park
"Bobbie Lewis, Jr. Playground",,4.0,61.0,Staten Island,Port Richmond,"Richmond Terrace &, Harbor Road, Staten Island",10303.0,40.6365646,-74.1604317,park
Camp Gateway - Staten Island,,4.4,103.0,Brooklyn,Southern Brooklyn,"210 Avenue S, Brooklyn",11223.0,40.5976113,-74.05715760000001,park
Roman’s Park Canter,,4.7,3.0,Staten Island,Stapleton and St. George,"160 Father Capodanno Boulevard, Staten Island",10305.0,40.5927574,-74.0628558,park
Maryana Park Center,,5.0,1.0,Staten Island,Stapleton and St. George,"160 Father Capodanno Boulevard, Staten Island",10305.0,40.592158,-74.06343799999999,park
Staten Island Parks Enforcement,,5.0,1.0,Staten Island,Stapleton and St. George,"Sand Lane, Staten Island",10305.0,40.5903678,-74.06649390000001,park
Fort Wadsworth Beach,,5.0,1.0,Staten Island,Stapleton and St. George,"448 Uss Florida Court, Staten Island",10305.0,40.5976057,-74.0560953,park
Staats Circle,,4.1,11.0,Staten Island,Stapleton and St. George,"W. Fingerboard Rd. &, Hylan Boulevard, Staten Island",10305.0,40.5991884,-74.0723242,park
Angel Circle,,4.8,26.0,Staten Island,Stapleton and St. George,"425-431 Fingerboard Road, Staten Island",10305.0,40.6016892,-74.07204209999999,park
Old Town Playground,,4.0,56.0,Staten Island,Stapleton and St. George,"Parkinson Ave &, Kramer Street, Staten Island",10305.0,40.5954206,-74.0814254,park
The Big Field,,3.8,15.0,Staten Island,Stapleton and St. George,"Norway Avenue, Staten Island",10305.0,40.5948997,-74.0801305,park
Norway Triangle,,3.0,2.0,Staten Island,Stapleton and St. George,"Norway Ave &, McClean Avenue, Staten Island",10305.0,40.5940894,-74.0788216,park
Last Chance Pond Park,,4.1,28.0,Staten Island,Stapleton and St. George,"Zoe St. &, Naughton Avenue, Staten Island",10305.0,40.5846677,-74.0991544,park
Dongan Playground,,4.0,61.0,Staten Island,Stapleton and St. George,"386 Dongan Hills Avenue, Staten Island",10305.0,40.58304930000001,-74.0897635,park
Gen. Douglas MacArthur Park,,4.2,127.0,Staten Island,South Beach and Tottenville,"Dongan Hills Ave &, Jefferson Street, Staten Island",10306.0,40.5865594,-74.1001446,park
New Creek Bluebelt,,,,Staten Island,South Beach and Tottenville,Staten Island,10306.0,40.5761342,-74.09326639999999,park
Franklin D. Roosevelt Boardwalk and Beach,,4.5,764.0,Staten Island,South Beach and Tottenville,"Fr Capodanno Boulevard, Staten Island",10306.0,40.5680911,-74.09284989999999,park
South Beach Boardwalk,,4.6,100.0,Staten Island,Stapleton and St. George,"Franklin D Roosevelt Boardwalk, Staten Island",10305.0,40.5675925,-74.091391,park
Staten Playground,,,,Staten Island,Stapleton and St. George,Staten Island,10305.0,40.5742281,-74.0843481,park
Slater Creek,,5.0,1.0,Staten Island,Stapleton and St. George,"389 Slater Boulevard, Staten Island",10305.0,40.5775911,-74.0838119,park
Park,,4.1,18.0,Staten Island,South Beach and Tottenville,"333 Midland Avenue, Staten Island",10306.0,40.57598309999999,-74.1008715,park
Midland Playground,,4.1,48.0,Staten Island,South Beach and Tottenville,"440 Midland Avenue #5120, Staten Island",10306.0,40.5751161,-74.09886329999999,park
Midland Field,,4.3,71.0,Staten Island,South Beach and Tottenville,"5119, 333 Midland Avenue, Staten Island",10306.0,40.5762928,-74.098669,park
Gerard P. Dugan Playground,,4.2,133.0,Staten Island,South Beach and Tottenville,"280 Mill Road, Staten Island",10306.0,40.5613882,-74.11077379999999,park
Cedar Grove Beach,,4.3,42.0,Staten Island,South Beach and Tottenville,"Cedar Grove Beach Place, Staten Island",10306.0,40.5574821,-74.101726,park
Greencroft Playground,,4.3,57.0,Staten Island,South Beach and Tottenville,"78 Greencroft Avenue #3038, Staten Island",10308.0,40.55166819999999,-74.1363073,park
Siedenburg Park,,3.9,28.0,Staten Island,South Beach and Tottenville,"190 Timber Ridge Drive, Staten Island",10308.0,40.55603850000001,-74.14418169999999,park
Huguenot Ponds Park,,4.2,16.0,Staten Island,,"1000 Huguenot Avenue #4329, Staten Island",10312.0,40.530348,-74.1898667,park
Ida Court Playground,,4.3,70.0,Staten Island,,"212 North Railroad Street, Staten Island",10312.0,40.5384576,-74.18693139999999,park
Kingdom Pond Park,,5.0,1.0,Staten Island,,"Kingdom Ave &, Hylan Boulevard",10312.0,40.5258416,-74.18484339999999,park
John Da Silva Memorial,,4.3,4.0,Staten Island,,Staten Island,10312.0,40.534756,-74.19015379999999,park
Arbutus Woods Park,,3.0,2.0,Staten Island,,"4414, 194 Stecher Street, Staten Island",10312.0,40.5287504,-74.18509689999999,park
Arbutus Creek Bluebelt,,,,Staten Island,,Staten Island,10312.0,40.5355443,-74.18821559999999,park
Pleasant Plains Plaza,,4.8,4.0,Staten Island,,"Amboy and, Bloomingdale Road, Staten Island",10309.0,40.5239689,-74.21609090000001,park
Aesop Park,,4.3,32.0,Staten Island,,"Corner Of Bartow Ave. and, Page Avenue, Staten Island",10309.0,40.5094195,-74.2301071,park
Butler Manor Woods,,,,Staten Island,,"Butler Manor Woods, Staten Island",10309.0,40.5040696,-74.2246815,park
Hybrid Oak Woods Park,,4.5,13.0,Staten Island,South Beach and Tottenville,"Joline Avenue, Staten Island",10307.0,40.5035327,-74.2344399,park
Mount Loretto Unique Area,,4.7,221.0,Staten Island,,"20 Kenny Road, Staten Island",10309.0,40.5072787,-74.2180143,park
Larry De Young Field,,,,Staten Island,South Beach and Tottenville,Staten Island,10307.0,40.5075701,-74.23223899999999,park
Butler Manor Woods,,,,Staten Island,,Staten Island,10309.0,40.5037029,-74.22453569999999,park
Fairview Park,,4.3,103.0,Staten Island,,"Bricktown Way &, Tyrellan Avenue, Staten Island",10309.0,40.53151449999999,-74.2339331,park
Woof & Tails Lodge,,4.3,105.0,Staten Island,,"4260 Arthur Kill Road, Staten Island",10309.0,40.5380618,-74.23699119999999,park
Clay Pit Ponds State Park,,4.4,226.0,Staten Island,,"83 Nielsen Avenue, Staten Island",10309.0,40.5393979,-74.2321534,park
Sandy Ground Woods,,,,Staten Island,,"Bricktown Way, Staten Island",10309.0,40.5309459,-74.2348216,park
Veterans Road Nature Preserve,,5.0,1.0,Staten Island,,"1948-2438 Veterans Road West, Staten Island",10309.0,40.53357190000001,-74.2249851,park
Sharrott's Shoreline,,,,Staten Island,,Staten Island,10309.0,40.5373861,-74.24360999999999,park
Park Villages Residents Association Inc. (Private Park ),,4.9,20.0,Staten Island,,"18 Hervey Street, Staten Island",10309.0,40.5533169,-74.2169931,park
Sleight Family Graveyard,,5.0,4.0,Staten Island,,"Arthur Kill Rd &, Rossville Avenue, Staten Island",10309.0,40.5567627,-74.2118174,park
Carlton Park,,4.0,7.0,Staten Island,,"Carlton Blvd &, Crown Avenue, Staten Island",10312.0,40.551894,-74.18445109999999,park
Drumgoole Tot Lot,,4.0,51.0,Staten Island,,"17 Rathbun Avenue #3002, Staten Island",10312.0,40.54949219999999,-74.1798683,park
Park villages,,4.8,5.0,Staten Island,,"32 Lisa Lane, Staten Island",10312.0,40.5494772,-74.1970102,park
Arden Heights Woods,,4.1,22.0,Staten Island,,"Arden Avenue, Staten Island",10312.0,40.55677170000001,-74.19195119999999,park
Wegener Park,,3.6,18.0,Staten Island,,"Drumgoole Road East, Staten Island",10312.0,40.5525828,-74.17592379999999,park
Laredo Avenue Parcel,,4.2,17.0,Staten Island,,"Laredo Ave. &, Annadale Road, Staten Island",10312.0,40.5484735,-74.1736462,park
Sweet Brook,,,,Staten Island,,Staten Island,10312.0,40.5544494,-74.1671173,park
New Springville Greenway,,4.5,2.0,Staten Island,Mid-Island (Willowbrook),"2375-2357, Richmond Avenue, Staten Island",10314.0,40.58925019999999,-74.167587,park
Former New Springville Storehouse (now demolished),,,,Staten Island,Mid-Island (Willowbrook),"864 Travis Avenue, Staten Island",10314.0,40.5923549,-74.16673589999999,park
Schmul Park,,4.3,225.0,Staten Island,Mid-Island (Willowbrook),"Wild Ave., Pearson St, Melvin Avenue, Staten Island",10314.0,40.5899237,-74.1877854,park
Independence Park,,,,Staten Island,Mid-Island (Willowbrook),Staten Island,10314.0,40.59127609999999,-74.1921725,park
Meredith Woods,,4.2,28.0,Staten Island,Mid-Island (Willowbrook),"Meredith Avenue, Staten Island",10314.0,40.5977922,-74.1878487,park
Saw Mill Creek Marsh,,4.2,54.0,Staten Island,Mid-Island (Willowbrook),"South Avenue, Staten Island",10314.0,40.6069823,-74.1871149,park
Willowbrook Park,,4.5,1707.0,Staten Island,Mid-Island (Willowbrook),"1 Eton Place, Staten Island",10314.0,40.6008954,-74.1583113,park
Gaeta Park,,4.0,24.0,Staten Island,Mid-Island (Willowbrook),"2550 Victory Boulevard #6635, Staten Island",10314.0,40.6099192,-74.149503,park
Willowbrook Park Softball Fields,,4.6,43.0,Staten Island,Mid-Island (Willowbrook),"Morani Street, Staten Island",10314.0,40.60624469999999,-74.1556013,park
Father Macris Park,,4.3,185.0,Staten Island,Mid-Island (Willowbrook),"Lamberts Lane &, Fahy Avenue, Staten Island",10314.0,40.6164813,-74.1614187,park
Brown Lenora,,,,Manhattan,East Harlem,"1 Gustave L. Levy Place, New York",10029.0,40.7900357,-73.95384589999999,park
Stroller Strides NYC :: Central Park (UES),,4.0,5.0,Manhattan,Upper West Side,"97th Street Transverse, New York",10025.0,40.788817,-73.95544679999999,park
East Meadow,,4.7,247.0,Manhattan,East Harlem,"5th Avenue, New York",10029.0,40.7900956,-73.9557386,park
New York City Sanitation Department,,3.8,4.0,Manhattan,East Harlem,"343 East 99th Street, New York",10029.0,40.7854955,-73.9437749,park
hall rentals on park avenue,,,,Manhattan,Upper East Side,"75 East 93rd Street, New York",10128.0,40.7849449,-73.95414850000002,park
save flushing meadows corona park,,,,Manhattan,Upper East Side,"222 East 93rd Street, New York",10128.0,40.7825074,-73.9497002,park
Ruppert Park,,4.2,199.0,Manhattan,Upper East Side,"1741 2nd Avenue, New York",10128.0,40.7809558,-73.95009569999999,park
Park Avenue Malls,,4.7,13.0,Manhattan,East Harlem,"Unnamed Road, New York",10029.0,40.7869417,-73.9522837,park
Mad Fun Farm,,3.3,4.0,Manhattan,East Harlem,New York,10029.0,40.7857515,-73.9479186,park
Maggie's Magic Garden,,4.6,11.0,Manhattan,East Harlem,"1574 Lexington Avenue, New York",10029.0,40.7887485,-73.94899470000001,park
Garage,,,,Manhattan,Upper East Side,"345 East 84th Street, New York",10028.0,40.7759779,-73.95094139999999,park
Sunshine Playground,,3.3,9.0,Manhattan,East Harlem,"E 101st St &, 3rd Avenue, New York",10029.0,40.7885617,-73.94784419999999,park
Tennis Wall,,,,Manhattan,East Harlem,"1860 1st Avenue, New York",10029.0,40.7835666,-73.9438378,park
Washington Housing Playground,,4.1,48.0,Manhattan,East Harlem,"1809 3rd Avenue, New York",10029.0,40.787825,-73.9463652,park
DeKovats Triangle,,4.0,1.0,Manhattan,Upper East Side,"York Ave &, East 92nd Street, New York",10128.0,40.77981519999999,-73.9440947,park
NatureZ Edge,,5.0,1.0,Manhattan,Upper East Side,"1569 2nd Avenue, New York",10028.0,40.7750657,-73.9541558,park
East Pinetum,,4.6,11.0,Manhattan,Upper West Side,"Central Park, 86th Street Transverse, New York",10024.0,40.7816216,-73.9634695,park
Robert Bendheim Playground,,4.5,51.0,Manhattan,East Harlem,"1184 5th Avenue, New York",10029.0,40.7905138,-73.9543444,park
Astor Chinese Garden Court,,4.4,12.0,Manhattan,Upper East Side,"Central Park West, New York",10028.0,40.7794447,-73.9634586,park
Monterey Public Garden,,,,Manhattan,Upper East Side,New York,10128.0,40.7857203,-73.95008039999999,park
The Musket Room,4.0,4.5,602.0,Manhattan,Greenwich Village and Soho,"265 Elizabeth Street, New York",10012.0,40.72392629999999,-73.99382179999999,park
Sara D. Roosevelt Park,,4.0,820.0,Manhattan,Union Square and Lower East Side,"Chrystie St &, Forsyth Street, New York",10002.0,40.7217408,-73.9915425,park
Seward Park,,4.2,670.0,Manhattan,Union Square and Lower East Side,"Canal St and, Essex Street, New York",10002.0,40.7149056,-73.98924699999999,park
ABC Playground,,4.1,55.0,Manhattan,Union Square and Lower East Side,"245 East Houston Street #1013, New York",10002.0,40.7218555,-73.98603899999999,park
Hope Garden,,4.5,2.0,Manhattan,Union Square and Lower East Side,"193 East 2nd Street, New York",10009.0,40.7221102,-73.9841682,park
Peach Tree Garden,,4.5,17.0,Manhattan,Union Square and Lower East Side,"236 East 2nd Street, New York",10009.0,40.7216449,-73.9819856,park
Meltzer Park,,4.3,3.0,Manhattan,Union Square and Lower East Side,"94 East 1st Street, New York",10002.0,40.7230734,-73.9870244,park
First Park,,4.2,76.0,Manhattan,Union Square and Lower East Side,"East 1st St &, 1st Avenue, New York",10003.0,40.72339400000001,-73.98929070000001,park
First Street Garden,,4.9,7.0,Manhattan,Union Square and Lower East Side,"2nd Avenue, New York",10003.0,40.72382,-73.9908603,park
NYCHA LES1 Playground,,,,Manhattan,Union Square and Lower East Side,"Eldridge Street, New York",10002.0,40.7215986,-73.9899926,park
Vincent F. Albano Jr. Playground,,,,Manhattan,Gramercy Park and Murray Hill,"N/s E. 29 St., W/s, 2nd Avenue, New York",10016.0,40.7249369,-73.9907748,park
Children's Magical Garden,,5.0,14.0,Manhattan,Union Square and Lower East Side,"129 Stanton Street, New York",10002.0,40.7206487,-73.98644639999999,park
Elizabeth Street Garden,,4.8,254.0,Manhattan,Greenwich Village and Soho,"Elizabeth Street, New York",10012.0,40.7221885,-73.9946104,park
Gustave Hartman Square,,5.0,2.0,Manhattan,Union Square and Lower East Side,"E. Houston St, Avenue C, New York",10009.0,40.7208297,-73.9809011,park
Abe Lebewohl Park,,4.3,93.0,Manhattan,Union Square and Lower East Side,"2nd Ave &, East 10th Street, New York",10003.0,40.7299961,-73.98696439999999,park
Orchard Alley,,4.3,16.0,Manhattan,Union Square and Lower East Side,"350-54 East 4th Street, New York",10009.0,40.7213593,-73.9784414,park
Foley Square,,4.4,1602.0,Manhattan,Greenwich Village and Soho,"Lafayette Street Worth Street, Centre Street, New York",10013.0,40.7143512,-74.0029927,park
African Burial Ground National Monument,,4.7,564.0,Manhattan,Lower Manhattan,"290 Broadway, New York",10007.0,40.7145494,-74.0043289,park
Columbus Park,,4.3,2811.0,Manhattan,Greenwich Village and Soho,"Mulberry Street &, Baxter Street, New York",10013.0,40.7155504,-74.00004229999999,park
Irish Hunger Memorial,,4.7,620.0,Manhattan,Lower Manhattan,"North End Ave &, Vesey Street, New York",10280.0,40.7150615,-74.01636810000001,park
Pier 25 at Hudson River Park,,4.7,991.0,Manhattan,Greenwich Village and Soho,"West Street, New York",10013.0,40.7203108,-74.01434499999999,park
Conservancy-Historic Battery,,5.0,1.0,Manhattan,,"120 Broadway, New York",10271.0,40.7084692,-74.01059479999999,park
Zuccotti Park,,4.5,3634.0,Manhattan,Lower Manhattan,New York,10006.0,40.70926489999999,-74.011262,park
Pier 26 at Hudson River Park,,4.7,1239.0,Manhattan,Greenwich Village and Soho,"Hudson River Greenway, New York",10013.0,40.7211424,-74.0130846,park
Washington Market Park,,4.5,475.0,Manhattan,Lower Manhattan,"199 Chambers Street, New York",10007.0,40.7169743,-74.011467,park
Collect Pond Park,,4.1,334.0,Manhattan,Greenwich Village and Soho,"130 Leonard Street, New York",10013.0,40.7162871,-74.0018693,park
Teardrop Park,,4.6,340.0,Manhattan,Lower Manhattan,"Warren Street, New York",10005.0,40.7170715,-74.015524,park
Watson Gold Landscaping Design Inc.,,,,Manhattan,Greenwich Village and Soho,"10 Leonard Street, New York",10013.0,40.718598,-74.00825999999999,park
IPPsolar,,5.0,2.0,Manhattan,Lower Manhattan,"299 Broadway # 1501, New York",10007.0,40.7150542,-74.00582039999999,park
City Hall Park,,4.5,13112.0,Manhattan,Lower Manhattan,"Broadway &, Chambers Street, New York",10007.0,40.7124142,-74.0065164,park
Kimlau Square,,4.1,308.0,Manhattan,Lower Manhattan,"Park Row, New York",10038.0,40.7134431,-73.99798179999999,park
Duarte Square,,4.3,118.0,Manhattan,Greenwich Village and Soho,"Ave. Of Americas, Canal St. and, Grand Street, New York",10013.0,40.7226506,-74.00540029999999,park
Tribeca Park,1.0,4.4,383.0,Manhattan,Greenwich Village and Soho,"8 Beach Street, New York",10013.0,40.7202333,-74.0055611,park
Tribeca Dog Run,,4.0,38.0,Manhattan,Greenwich Village and Soho,New York,10013.0,40.7215735,-74.0124329,park
Duane Park,,4.2,130.0,Manhattan,Greenwich Village and Soho,"3836 166 Duane Street, New York",10013.0,40.71719280000001,-74.0094254,park
TCC Group Inc,,3.0,1.0,Manhattan,Chelsea and Clinton,"333 7th Avenue 9th floor, New York",10001.0,40.7474652,-73.9929135,park
Jamali Floral & Garden,,4.4,208.0,Manhattan,Chelsea and Clinton,"149 West 28th Street, New York",10001.0,40.747057,-73.9926517,park
Hyungki Park,,,,Manhattan,Chelsea and Clinton,"53 West 36th Street STE 803, New York",10018.0,40.75087439999999,-73.985878,park
Big Screen Plaza,,4.7,12.0,Manhattan,Chelsea and Clinton,"851 6th Avenue, New York",10001.0,40.747197,-73.9899141,park
Herald Square,,4.5,3866.0,Manhattan,Chelsea and Clinton,"104 West 35th Street, New York",10018.0,40.7502515,-73.9877295,park
Forty Eight West Thirty Eighth,,,,Manhattan,Chelsea and Clinton,"48 West 38th Street, New York",10018.0,40.75170729999999,-73.985041,park
Greeley Square Park,,4.4,1687.0,Manhattan,Chelsea and Clinton,"Between 32nd and 33rd Streets, Broadway and, 6th Avenue, New York",10001.0,40.7487058,-73.9883382,park
Herald Square Plaza,,4.6,8.0,Manhattan,,"Broadway, New York",10120.0,40.75014959999999,-73.9878877,park
Municipality NewYork,,,,Manhattan,Chelsea and Clinton,"151 West 34th Street, New York",10001.0,40.750262,-73.98848620000001,park
pany silk flowers,,5.0,1.0,Manhattan,Chelsea and Clinton,"823 6th Avenue, New York",10001.0,40.7464626,-73.9904908,park
Municipality Manhattan,,,,Manhattan,Chelsea and Clinton,"5th Ave &, West 34th Street, New York",10001.0,40.7484616,-73.9845699,park
Ellie Harrison,,,,Manhattan,Chelsea and Clinton,"275 7th Avenue, New York",10001.0,40.7455297,-73.9941242,park
Icon Parking Systems,,2.4,5.0,Manhattan,Chelsea and Clinton,"161 West 36th Street, New York",10018.0,40.75216649999999,-73.988981,park
The Capitol Plaza,,5.0,3.0,Manhattan,Chelsea and Clinton,"50 West 27th Street, New York",10001.0,40.74509769999999,-73.9905904,park
Roam149,,5.0,19.0,Manhattan,Chelsea and Clinton,"149 West 27th Street, New York",10001.0,40.74644629999999,-73.9928568,park
Miya Spa,,,,Manhattan,Chelsea and Clinton,"5 West 37th Street, New York",10018.0,40.7508732,-73.9839671,park
pARK,,4.0,1.0,Manhattan,Chelsea and Clinton,"232 West 29th Street, New York",10001.0,40.7483545,-73.9946,park
Gold Spring Garden Inc,,3.0,1.0,Manhattan,Chelsea and Clinton,"22 West 38th Street, New York",10018.0,40.751279,-73.98401989999999,park
"Frederick Douglass Memorial Park, Inc.",,3.8,85.0,Staten Island,South Beach and Tottenville,"3201 Amboy Road, Staten Island",10306.0,40.564339,-74.13513600000002,park
Amundsen Circle,,4.5,13.0,Staten Island,South Beach and Tottenville,"Savoy Street, Staten Island",10306.0,40.5645923,-74.131153,park
John E. White Park,,4.2,43.0,Staten Island,Stapleton and St. George,"35 Lyman Avenue #3812, Staten Island",10305.0,40.6076007,-74.06315049999999,park
Fort Wadsworth - Gateway National Recreation Area,,4.6,1485.0,Staten Island,Stapleton and St. George,Staten Island,10305.0,40.6038079,-74.0585589,park
Von Briesen Park,,4.6,373.0,Staten Island,Stapleton and St. George,"Bay Street & North Road, Staten Island",10305.0,40.6073536,-74.0597543,park
Kaltenmeier Playground,,3.9,50.0,Staten Island,Stapleton and St. George,"Virginia Ave &, Anderson Street, Staten Island",10305.0,40.6147437,-74.068449,park
Buono Beach,,4.5,190.0,Staten Island,Stapleton and St. George,"287 Edgewater Street, Staten Island",10305.0,40.6162796,-74.06358949999999,park
Tappen Park,,3.7,464.0,Staten Island,Stapleton and St. George,"Bay Street, Staten Island",10304.0,40.6267868,-74.07672819999999,park
Maker Park,,4.4,18.0,Staten Island,Stapleton and St. George,Staten Island,10304.0,40.6260002,-74.0742534,park
The Cove in Stapleton Waterfront Park,,5.0,1.0,Staten Island,Stapleton and St. George,"424 Front Street, Staten Island",10304.0,40.6265872,-74.0740806,park
Alice Austen Park,,4.6,473.0,Staten Island,Stapleton and St. George,"Edgewater St &, Hylan Boulevard, Staten Island",10305.0,40.6147573,-74.0627694,park
Marciante Square,,5.0,1.0,Staten Island,Stapleton and St. George,"Tappen Park Water St. &, Canal Street, Staten Island",10304.0,40.62689359999999,-74.07773780000001,park
Brady's Pond Park,,4.3,62.0,Staten Island,Stapleton and St. George,"Hylan Boulevard, Staten Island",10305.0,40.605273,-74.0790291,park
Michael J. Leonard Memorial Plaza,,,,Staten Island,Stapleton and St. George,"Clove Blvd &, Hylan Boulevard, Staten Island",10305.0,40.5987358,-74.08150789999999,park
South Clove Road Cemetery,,4.0,2.0,Staten Island,Stapleton and St. George,"Richmond Rd &, Narrows Road South, Staten Island",10304.0,40.608901,-74.0914366,park
Naples Playground,,4.1,71.0,Staten Island,Stapleton and St. George,"Naples Street, Staten Island",10304.0,40.6024777,-74.09035709999999,park
Targee Street Triangle,,3.9,28.0,Staten Island,Stapleton and St. George,"Targee Street &, Dekalb Street, Staten Island",10304.0,40.6086564,-74.0879021,park
Reed's Basket Willow Swamp Park,,4.6,48.0,Staten Island,Stapleton and St. George,"Ocean Terrace, Staten Island",10301.0,40.6014014,-74.1037381,park
The Fireman's Grove,,,,Staten Island,Stapleton and St. George,"Clove Rd, Rhine Avenue, Staten Island",10304.0,40.6081961,-74.09003369999999,park
Deere Park,,4.4,80.0,Staten Island,Stapleton and St. George,"Todt Hill Rd. &, 715 Ocean Terrace, Staten Island",10301.0,40.6063064,-74.10680440000002,park
Alarmingly Affordable,,5.0,11.0,Staten Island,Stapleton and St. George,"1860 Clove Road, Staten Island",10304.0,40.6070873,-74.0887188,park
Snug Harbor Cultural Center & Botanical Garden,,4.5,3574.0,Staten Island,Stapleton and St. George,"1000 Richmond Terrace, Staten Island",10301.0,40.6433718,-74.1027431,park
Jones Woods Park,,4.3,58.0,Staten Island,Stapleton and St. George,"2243, 90 Robert Lane, Staten Island",10301.0,40.6370844,-74.09059309999999,park
Haven Esplanade,,4.6,10.0,Staten Island,Stapleton and St. George,"Haven Esplanade, Staten Island",10301.0,40.6327154,-74.09245489999999,park
Forest Mall,,4.4,28.0,Staten Island,Stapleton and St. George,"Forest Ave &, Duer Lane, Staten Island",10301.0,40.6309025,-74.09094809999999,park
Skyline Playground,,4.3,87.0,Staten Island,Stapleton and St. George,"171 Harvard Avenue, Staten Island",10301.0,40.6390892,-74.0897212,park
Allison Pond Park,,4.6,88.0,Staten Island,Stapleton and St. George,"Prospect Ave., N Randall Ave. and, Brentwood Avenue, Staten Island",10301.0,40.6371571,-74.1016724,park
Celebrate at Snug Harbor,,4.5,57.0,Staten Island,Stapleton and St. George,"1000 Richmond Terrace bldg r, Staten Island",10301.0,40.6436421,-74.1016673,park
Goodhue Park,,4.5,16.0,Staten Island,Stapleton and St. George,"Prospect Avenue &, Ellicott Place, Staten Island",10301.0,40.6367765,-74.0967276,park
Forest Mall GreenStreets,,5.0,1.0,Staten Island,Stapleton and St. George,"Tompkinsville, Staten Island",10301.0,40.63115829999999,-74.0926099,park
Richmond County Savings Foundation Tuscan Garden,,4.5,21.0,Staten Island,Stapleton and St. George,"1000 Richmond Terrace, Staten Island",10301.0,40.6420207,-74.1013731,park
"New York Chinese Scholar's Garden, Snug Harbor Cultural Center",,4.5,472.0,Staten Island,Stapleton and St. George,"1000 Richmond Terrace, Staten Island",10301.0,40.642,-74.10427779999999,park
Weissglass Gazebo,,4.7,3.0,Staten Island,Stapleton and St. George,"Weissglass Gazebo, 1000 Richmond Terrace, Staten Island",10301.0,40.6431839,-74.10311980000002,park
Perennial Garden,,5.0,1.0,Staten Island,Stapleton and St. George,"Carl Grillo Glass House, Cottage Row, Staten Island",10301.0,40.6432318,-74.1036142,park
Silver Lake Reservoir,,,,Staten Island,Stapleton and St. George,"Victory Blvd &, Forest Avenue, Staten Island",10301.0,40.6302998,-74.08891020000002,park
Neptune Fountain,,3.8,8.0,Staten Island,Stapleton and St. George,Staten Island,10301.0,40.6442892,-74.1008256,park
Herb Garden,,,,Staten Island,Stapleton and St. George,Staten Island,10301.0,40.6427941,-74.1033952,park
Lillian Schwartz Garden,,,,Staten Island,Stapleton and St. George,Staten Island,10301.0,40.6433773,-74.1021792,park
Bridge Creek,,4.8,4.0,Staten Island,Port Richmond,"Western Avenue, Staten Island",10303.0,40.63165569999999,-74.1819781,park
Mariner's Marsh Park,,3.9,39.0,Staten Island,Port Richmond,"3418 Richmond Terrace, Staten Island",10303.0,40.63716,-74.174965,park
Egbert Triangle,,3.4,10.0,Staten Island,Port Richmond,"Willowbrook Road, Staten Island",10302.0,40.6251217,-74.14450240000001,park
Markham Playground,,3.7,57.0,Staten Island,Port Richmond,"Willow Road East, Staten Island",10302.0,40.62333820000001,-74.14583309999999,park
The Wyckoff House Museum,,4.5,115.0,Brooklyn,Flatbush,"5816 Clarendon Road, Brooklyn",11203.0,40.6443479,-73.92082839999999,park
Linden Sitting Area,,4.6,10.0,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),"E. 92nd St &, Church Avenue, Brooklyn",11212.0,40.6539703,-73.91845570000001,park
Willmohr Triangle,,3.8,5.0,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),"Willmohr Street, Brooklyn",11212.0,40.6547096,-73.9210575,park
Kennedy King Playground,,4.3,34.0,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),"E. 93rd St &, Clarkson Avenue, Brooklyn",11212.0,40.6586484,-73.9220213,park
Fidler-Wyckoff House Park,,4.4,73.0,Brooklyn,Flatbush,"5816 Clarendon Road, Brooklyn",11203.0,40.6447327,-73.9207347,park
Gethsemane Garden,,,,Brooklyn,Central Brooklyn (Bedford Stuyvesant – Crown Heights),Brooklyn,11212.0,40.6590856,-73.9096721,park
Hendrix Street Community Garden,,4.8,8.0,Brooklyn,East New York and New Lots,"532 Hendrix Street, Brooklyn",11207.0,40.6685458,-73.8884561,park
Big Red Garden,,4.3,16.0,Brooklyn,East New York and New Lots,"436 Van Siclen Avenue, Brooklyn",11207.0,40.668731,-73.889584,park
Linden Park,,4.3,1476.0,Brooklyn,East New York and New Lots,"Linden Blvd. &, Vermont Street, Brooklyn",11207.0,40.6589543,-73.8871125,park
400 Montauk Avenue Block Association Garden,,3.2,20.0,Brooklyn,East New York and New Lots,"392 Montauk Avenue, Brooklyn",11208.0,40.6687226,-73.8767766,park
Wyckoff Triangle,,,,Brooklyn,East New York and New Lots,"Riverdale Ave &, Miller Avenue, Brooklyn",11207.0,40.6638656,-73.8887713,park
UCC Youth Farm,,2.0,1.0,Brooklyn,East New York and New Lots,"620 Schenck Avenue, Brooklyn",11207.0,40.6654843,-73.8868694,park
